1	68
1	135
1	101
1	170
1	125
1	79
1	159
1	163
1	65
1	106
1	146
1	82
1	28
1	162
1	92
1	196
1	143
1	28
1	37
1	192
1	5
1	103
1	154
1	93
1	183
1	22
1	117
1	119
1	96
1	48
1	127
1	172
1	139
1	70
1	113
1	68
1	100
1	36
1	95
1	104
1	12
1	123
2	74
2	65
2	142
2	112
2	54
2	69
2	148
2	45
2	63
2	158
2	38
2	60
2	124
2	142
2	130
2	179
2	117
2	36
2	191
2	43
2	89
2	107
2	41
2	143
2	65
2	49
2	47
2	6
2	91
2	130
2	171
2	151
2	7
2	102
2	194
2	149
2	30
2	24
2	85
2	155
2	157
2	41
2	167
2	177
2	132
2	109
2	145
2	40
2	27
2	124
2	138
2	139
2	119
2	83
2	130
2	142
2	34
2	116
2	40
2	59
2	105
2	131
2	178
2	107
2	74
2	187
2	22
2	146
2	125
2	73
2	30
2	178
2	174
2	98
2	113
2	187
2	91
2	162
2	37
2	156
2	168
2	56
2	175
2	32
2	53
2	151
2	151
2	142
2	125
2	167
2	31
2	108
2	192
2	8
2	138
2	58
2	88
2	154
2	184
2	146
2	110
2	10
2	159
2	22
2	189
2	23
2	147
2	107
2	31
2	14
2	169
2	101
2	192
2	163
2	56
2	11
2	160
2	25
2	138
2	149
2	84
2	196
2	42
2	3
2	151
2	92
2	37
2	175
2	21
2	197
2	22
2	149
2	200
3	85
3	82
3	135
3	54
3	200
3	19
3	139
3	101
3	189
3	128
3	68
3	129
3	94
3	49
3	84
3	8
3	22
3	111
3	18
3	14
3	115
3	110
3	17
3	136
3	52
3	1
3	50
3	120
3	157
3	199
3	104
3	25
3	9
3	45
3	10
3	190
3	103
3	196
3	86
3	94
3	144
3	124
3	188
3	115
3	104
3	49
3	1
3	59
3	19
3	181
3	197
3	199
3	82
3	190
3	199
3	10
3	158
3	73
3	23
3	139
3	93
3	39
3	180
3	191
3	58
3	159
3	192
3	16
3	89
4	112
4	3
4	35
4	73
4	56
4	129
4	47
4	163
4	87
4	76
4	34
4	70
4	143
4	45
4	17
4	82
4	199
4	123
4	52
4	22
4	100
4	158
4	77
4	93
4	190
4	76
4	113
4	1
4	111
4	4
4	70
4	62
4	89
4	2
4	190
4	56
4	24
4	3
4	186
4	183
4	86
4	89
4	27
4	18
4	158
4	33
4	133
4	170
4	155
4	122
4	190
4	177
4	130
4	169
4	93
4	26
4	156
4	35
4	150
4	42
4	113
4	146
4	61
4	119
4	154
4	140
4	24
4	80
4	197
4	88
4	130
4	150
4	38
4	67
4	150
4	194
4	196
4	98
4	17
4	87
4	106
4	89
4	56
4	135
4	115
4	102
4	117
4	72
4	187
4	64
4	114
4	156
4	186
4	54
4	113
4	9
4	33
4	146
4	114
4	157
4	122
4	159
4	47
4	183
4	82
4	145
4	197
4	23
4	130
4	162
4	136
4	51
4	174
4	67
4	45
4	60
4	93
4	40
4	54
4	25
4	155
4	111
4	146
4	50
4	187
4	114
4	75
4	23
4	169
4	19
4	188
4	106
4	159
4	192
4	3
4	26
4	78
4	15
4	115
4	25
4	135
4	75
4	173
4	160
4	34
4	71
4	88
4	98
4	119
4	178
4	174
4	71
4	164
4	69
4	193
4	186
5	81
5	14
5	28
5	3
5	100
5	128
5	26
5	144
5	125
5	24
5	173
5	62
5	182
5	4
5	33
5	106
5	194
5	126
5	32
5	93
5	143
5	23
5	87
5	65
5	101
5	188
5	161
5	14
5	175
5	71
5	171
5	36
5	34
5	112
5	161
5	97
5	68
5	86
5	151
5	141
5	95
5	96
5	25
5	20
5	126
5	177
5	95
5	59
5	103
5	172
5	67
5	79
5	194
5	52
5	85
5	19
5	65
5	120
5	153
5	1
5	88
5	61
5	127
5	11
5	158
5	171
5	116
5	177
5	28
5	44
5	159
5	165
5	110
5	83
5	87
5	166
5	88
5	178
5	75
5	26
5	28
5	30
5	129
5	24
5	121
5	103
5	163
5	124
5	197
5	138
5	62
5	196
5	126
5	65
5	61
5	3
5	117
5	31
5	127
5	12
5	172
5	12
5	148
6	121
6	191
6	125
6	189
6	164
6	141
6	52
6	63
6	30
6	101
6	114
6	159
6	179
6	166
6	8
6	78
6	1
6	59
6	40
6	104
6	161
6	158
6	125
6	78
6	109
6	114
6	88
6	2
6	51
6	61
6	29
6	194
6	185
6	6
6	141
6	112
6	105
6	36
6	157
6	73
6	151
6	24
6	86
6	157
6	17
6	27
6	158
6	127
6	158
6	138
6	72
6	70
6	162
6	97
6	23
6	18
6	113
6	118
6	97
6	186
6	42
6	24
6	130
6	30
6	166
6	160
6	133
6	97
6	56
6	54
6	163
6	185
6	135
6	55
6	173
6	58
6	170
6	133
6	164
6	8
6	84
6	112
6	36
6	68
6	49
6	76
6	139
6	24
6	143
6	155
6	112
6	142
6	176
6	60
6	26
6	22
6	71
6	27
6	135
6	6
6	184
6	51
6	199
6	80
6	102
6	194
6	135
6	38
6	135
6	157
6	194
6	177
6	106
6	163
6	149
6	82
6	101
6	14
6	42
6	56
6	56
6	143
6	63
6	12
6	78
6	25
6	79
6	153
6	44
6	97
6	74
6	41
6	114
6	76
6	73
6	19
6	11
6	18
6	133
6	113
6	96
6	170
6	32
6	41
6	89
6	86
6	91
6	98
6	190
6	191
6	146
6	154
6	115
6	52
7	45
7	59
7	136
7	160
7	193
7	65
7	182
7	104
7	30
7	176
7	9
7	93
7	198
7	150
7	157
7	162
7	28
7	68
7	142
7	130
7	41
7	14
7	175
7	2
7	78
7	16
7	84
7	14
7	193
7	25
7	2
7	193
7	160
7	71
7	29
7	28
7	85
7	76
7	187
7	99
7	171
7	88
7	48
7	5
7	104
7	22
7	64
7	107
7	164
7	11
7	172
7	90
7	41
7	165
7	143
7	20
7	114
7	192
7	105
7	19
7	33
7	151
7	6
7	176
7	140
7	104
7	23
7	99
7	48
7	185
7	49
7	172
7	65
7	114
7	146
7	113
7	147
7	79
7	170
7	63
7	120
7	186
7	90
7	145
7	66
7	141
7	46
7	109
7	119
7	71
7	2
7	124
7	133
7	73
7	153
7	88
7	171
7	164
7	102
7	104
7	24
7	128
7	1
7	170
7	16
7	166
7	29
7	144
7	148
7	89
7	144
7	38
7	10
7	64
7	50
7	82
7	189
7	143
7	9
7	61
7	22
7	159
7	155
7	89
7	147
7	91
7	150
7	44
7	31
7	21
7	149
7	68
7	137
7	184
7	36
7	27
7	186
7	39
7	54
8	25
8	149
8	124
8	160
8	58
8	167
8	145
8	156
8	119
8	127
8	12
8	26
8	156
8	2
8	150
8	97
8	185
8	116
8	165
8	143
8	76
8	114
8	143
8	197
8	149
8	73
8	7
8	174
9	106
9	27
9	13
9	176
9	94
10	37
10	137
10	142
10	15
10	195
10	57
10	53
10	137
10	39
10	83
10	156
10	16
10	132
10	31
10	42
10	26
10	12
10	38
10	187
10	91
10	51
10	63
10	35
10	94
10	154
10	17
10	53
10	9
10	63
10	34
10	55
10	104
10	35
10	104
10	57
10	149
10	125
10	118
10	14
10	110
10	29
10	1
10	81
10	119
10	59
10	51
10	156
10	162
10	65
10	104
10	77
10	44
10	110
10	103
10	162
10	90
10	149
10	83
10	54
10	75
10	21
10	3
10	124
10	32
10	170
10	79
10	60
10	9
10	20
10	172
10	4
10	146
10	182
10	105
10	193
10	86
10	114
10	99
10	190
10	123
10	139
10	38
10	11
10	62
10	35
10	109
10	162
10	160
10	94
10	116
10	70
10	138
10	70
10	59
10	101
10	172
10	65
10	118
10	16
10	156
10	16
10	131
10	40
10	13
10	89
10	83
10	155
10	86
10	111
10	85
10	175
10	181
10	16
10	152
10	142
10	80
10	111
10	99
10	74
10	189
10	178
10	133
10	157
10	90
10	114
10	9
10	142
10	191
10	124
10	164
10	29
10	185
10	179
10	1
10	72
10	86
10	175
10	72
10	134
10	68
10	154
10	96
10	169
10	26
10	77
10	30
10	51
10	199
10	110
10	94
10	87
10	81
10	117
10	50
10	68
10	129
10	80
10	65
10	22
10	6
10	27
10	17
10	117
10	127
10	67
11	82
11	165
11	141
11	87
11	22
11	63
11	122
11	65
11	110
11	16
11	103
11	74
11	125
11	142
11	146
11	163
11	24
11	132
11	7
11	69
11	119
11	3
11	108
11	108
11	82
11	13
11	137
11	31
11	115
11	10
11	85
11	157
11	91
11	94
11	197
11	153
11	55
11	146
11	109
11	49
11	92
11	113
11	132
11	115
11	40
11	159
11	123
11	105
11	196
11	53
11	70
11	80
11	39
11	24
11	119
11	67
11	60
11	99
11	87
11	197
11	63
11	34
11	159
11	23
11	147
11	193
11	38
11	126
11	48
11	59
11	3
11	8
11	99
11	31
11	93
11	1
11	79
11	200
11	153
11	49
11	83
11	141
11	116
11	176
11	163
11	168
11	137
11	198
12	98
12	29
12	52
12	17
12	31
12	50
12	126
12	59
12	30
12	121
12	141
12	161
12	148
12	163
12	56
12	76
12	193
12	162
12	155
13	147
13	115
13	147
13	189
13	170
13	39
13	64
13	76
13	116
13	122
13	76
13	16
13	129
13	35
13	171
13	106
13	65
13	158
13	163
13	162
13	125
13	150
13	70
13	131
13	124
13	151
13	134
13	126
13	111
13	138
13	137
13	138
13	79
13	194
13	37
13	115
13	165
13	192
13	150
13	136
13	106
13	138
13	5
13	138
13	24
13	65
13	171
13	9
13	169
13	82
13	86
13	153
13	174
13	53
13	195
13	77
13	27
13	197
13	173
13	50
13	41
13	175
13	20
13	144
13	12
13	142
13	90
13	20
13	166
13	6
13	186
13	17
13	51
13	16
13	10
13	65
13	167
13	94
13	75
13	110
13	101
13	96
13	174
